tiempo;Promedio_ES;Promedio_Lecturas;Promedio_Grabaciones;Promedio_K_ES;Promedio_uti;Util_alta;Uni_util_alta;Tiempo_Service_Alto;Unit_Service_alta;Espacio_Disco_Utilizado
02:15;992.2;639.2;353;8.6;32.8;71;7;0.0034;7;823.347
02:20;987;524;462.9;11;37.2;81.3;7;0.0082;7;823.77
02:25;959.4;730;229.3;4.5;34;73.5;7;0.0036;7;823.778
02:30;947.2;717.4;229.8;4.5;33.2;72.1;7;0.0036;7;823.75
02:35;954.2;721.3;232.8;4.4;33;73.1;7;0.0037;7;823.769
02:40;959.2;709.9;249.2;4.9;32.8;73.3;7;0.0036;7;823.783
02:45;970.2;719.2;250.9;4.5;33.1;73.1;7;0.0035;3;823.796
02:50;963.8;705;258.8;4.5;33.1;74.2;7;0.0035;7;823.811
02:55;974.6;714.6;259.9;4.5;32.8;72.9;7;0.0035;3;823.834
03:00;798.2;583.8;214.4;4.7;26.3;58.8;7;0.0035;7;823.787
03:05;244.1;196.8;47.3;9.5;4.6;8.6;7;0.0019;7;823.885
03:10;40.1;3.8;36.3;6.3;0.1;0.3;5;0.0005;1;823.879
03:15;71.1;9.9;61.2;5.2;0.4;0.4;7;0.0008;2;823.949
03:20;24.8;0.3;24.4;4.8;0;0;7;0.0002;1;823.945
03:25;17.2;1.2;15.9;6.2;0;0.1;5;0.0006;1;823.949
03:30;19.2;0.5;18.7;5.3;0;0;7;0.0005;1;823.896
03:35;511.4;509.8;1.5;6.2;14.7;29.9;7;0.003;7;823.967
03:40;517.9;503.6;14.2;5.7;16.9;36.8;7;0.0039;7;824.021
03:45;810.8;743.3;67.5;4.9;22.6;44.5;7;0.004;7;824.05
03:50;643;516.5;126.5;6.6;17.4;35.3;7;0.0037;7;823.903
03:55;14.7;3.4;11.2;7.3;0.2;0.3;7;0.0019;3;823.857
04:00;39.3;0.3;38.9;5.1;0;0;7;0.0001;1;823.858
04:05;24.4;0.2;24.1;4.8;0;0;7;0.0001;2;823.859
04:10;34.1;0.1;34;4.4;0;0;7;0;7;823.862
04:15;19.5;3.2;16.2;5.8;0.1;0.1;7;0.0009;1;823.929
04:20;41.6;2.6;39;5.6;0.1;0.2;7;0.0005;1;823.924
04:25;9.3;0.3;8.9;6.1;0;0;7;0.0004;2;823.927
04:30;8.6;0.1;8.5;6.4;0;0;7;0.0001;6;823.873
04:35;19.2;0.6;18.6;4.9;0;0;7;0.0005;1;823.875
04:40;3;0.3;2.7;9.1;0;0;7;0.0009;1;823.874
04:45;31.7;0.1;31.6;4.4;0;0;7;0;7;823.875
04:50;17.8;0.2;17.5;4.7;0;0;7;0.0002;1;823.88
04:55;16;0.1;15.8;4.9;0;0;7;0.0001;2;823.881
05:00;14.3;0.4;13.9;5.4;0;0;7;0.0003;6;823.885
05:05;708.1;705.8;2.2;6.7;23.1;34.8;7;0.0034;7;823.89
05:10;434;426;8;7.5;12.7;19.9;7;0.0025;7;824.026
05:15;22.2;9.1;13.1;12;0.3;0.6;7;0.0017;7;824.091
05:20;4.6;0.3;4.3;13;0;0;7;0.0004;7;824.091
05:25;30.4;1.3;29;5.9;0;0;7;0.0001;7;824.088
05:30;6.7;0.6;6;6.6;0;0;7;0.0007;1;824.032
05:35;16.5;1.1;15.4;7.6;0;0;7;0.0004;6;824.036
05:40;3;0.3;2.6;8.7;0;0;7;0.0007;7;824.039
05:45;1.1;0.1;1;11.3;0;0;7;0.0009;2;824.04
05:50;13.1;0;13.1;5.4;0;0;7;0.0001;3;824.041
05:55;2.1;0.2;1.9;10.2;0;0;7;0.0006;6;824.045
06:00;27.4;0.2;27.2;4.7;0;0;7;0.0001;4;824.046
06:05;17.6;0;17.5;5;0;0;7;0;7;824.049
06:10;14.9;0.6;14.3;5.2;0;0;7;0.0002;7;824.051
06:15;21.4;1.4;20;5.3;0;0;7;0.0004;1;824.119
06:20;2.8;0.5;2.2;11.4;0;0;7;0.0016;1;824.122
06:25;9.3;0;9.2;5.1;0;0;7;0.0001;4;824.116
06:30;3;0.1;2.8;8.9;0;0;7;0.0003;7;824.06
06:35;12.2;0;12.1;5;0;0;7;0;7;824.063
06:40;8;0;7.9;6.2;0;0;7;0.0001;6;824.064
06:45;6.6;0.1;6.5;5.8;0;0;7;0.0002;7;824.067
06:50;23.5;0.1;23.4;4.6;0;0;7;0;7;824.069
06:55;4.7;3.5;1.2;18.6;0.1;0.2;7;0.0037;7;824.073
07:00;14.1;0.7;13.4;5.9;0;0;7;0.0006;1;824.077
07:05;11.5;0.1;11.4;5.1;0;0;7;0.0001;4;824.079
07:10;5.4;0.5;4.9;6.5;0;0;7;0.0006;1;824.069
07:15;7.6;1.5;6;7.5;0;0;7;0.0008;1;824.135
07:20;9.6;0.1;9.5;5.1;0;0;7;0.0001;7;824.147
07:25;1.4;0.1;1.3;10.6;0;0;7;0.0014;6;824.141
07:30;7.1;0.1;7;5.4;0;0;7;0.0003;1;824.141
07:35;12.3;0.4;11.8;6.1;0;0;7;0.0003;1;824.085
07:40;4.1;0.3;3.8;6.6;0;0;7;0.0005;1;824.085
07:45;11.8;1.4;10.3;8.5;0;0;7;0.0004;6;824.087
07:50;1.7;0;1.7;16.2;0;0;7;0.0003;7;824.088
07:55;1.7;0.5;1.1;10;0;0;7;0.0017;1;824.091
08:00;15.6;0.1;15.4;4.8;0;0;7;0.0001;4;824.093
08:05;2.3;0.5;1.7;9.8;0;0;7;0.0013;1;824.094
08:10;4.3;0.1;4.1;5.9;0;0;7;0.0004;1;824.097
08:15;9.4;1.3;8;6.6;0;0;7;0.0006;4;824.162
08:20;1.5;0.1;1.3;10;0;0;7;0.0008;6;824.164
08:25;8.7;0.1;8.6;5.3;0;0;7;0.0001;5;824.159
08:30;1.4;0.1;1.2;11.4;0;0;7;0.0014;5;824.164
08:35;15.2;1.4;13.8;8.2;0;0.1;5;0.0005;5;824.081
08:40;13.6;8.9;4.7;9.1;0.2;0.3;7;0.0015;6;824.098
08:45;11.4;2.4;8.9;6;0.1;0.2;7;0.0008;7;824.108
08:50;3.7;0.2;3.4;7.2;0;0;7;0.0003;7;824.108
08:55;2.6;0;2.6;7.1;0;0;7;0.0003;1;824.107
09:00;13.5;1.1;12.4;6.2;0;0;7;0.0003;5;824.114
09:05;1.3;0;1.2;10.1;0;0;7;0.0004;2;824.115
09:10;4.5;0;4.5;7.3;0;0;7;0.0002;2;824.118
09:15;7;1;5.9;6;0;0;7;0.0005;4;824.186
09:20;3.5;1.5;2;10.3;0;0;7;0.0015;1;824.191
09:25;6.9;3.2;3.6;11.1;0.1;0.2;5;0.0024;1;824.203
09:30;9.2;0.1;9.1;5;0;0;7;0.0002;1;824.206
09:35;5.2;0.4;4.8;6.9;0;0;7;0.0006;1;824.149
09:40;1.6;0.1;1.5;12.1;0;0;7;0.0011;5;824.149
09:45;15.8;1.7;14.1;5.7;0;0.1;7;0.0004;5;824.147
09:50;4.9;0.5;4.4;8.6;0;0;7;0.001;5;824.148
09:55;2.3;0.1;2.2;9.1;0;0;7;0.0005;1;824.146
10:00;4.9;0.1;4.7;6.4;0;0;7;0.0004;3;824.147
10:05;4;0;3.9;6.4;0;0;7;0.0003;1;824.147
10:10;8.3;0.1;8.1;6.3;0;0;7;0.0002;3;824.161
10:15;11.8;0.1;11.7;5.1;0;0;7;0.0002;6;824.145
10:20;2.8;1.1;1.6;10.1;0;0;7;0.0015;1;824.216
10:25;4.3;0.2;4.1;6.4;0;0;7;0.0007;6;824.206
10:30;8.7;0.1;8.5;5.2;0;0;7;0.0003;3;824.207
10:35;1.5;0.1;1.4;9;0;0;7;0.0008;7;824.15
10:40;16;0;15.9;5.2;0;0;7;0;7;824.15
10:45;1;0;0.9;11;0;0;7;0.0014;6;824.152
10:50;11.1;0;11.1;4.8;0;0;7;0;7;824.152
10:55;4.8;0;4.8;6.4;0;0;7;0.0001;6;824.153
11:00;1.5;0;1.4;9.9;0;0;7;0.0006;6;824.153
11:05;8.9;0;8.8;5.1;0;0;7;0;7;824.148
11:10;7.7;0.1;7.5;5.6;0;0;7;0.0002;2;824.154
11:15;11.3;0;11.2;5.7;0;0;7;0.0001;1;824.158
11:20;3.5;1;2.5;8.3;0;0;7;0.001;1;824.224
11:25;1.3;0;1.2;10.2;0;0;7;0.0004;6;824.208
11:30;5.1;0;5;7.7;0;0;7;0.0001;4;824.209
11:35;1.2;0;1.1;10.8;0;0;7;0.0006;7;824.157
11:40;3;0;2.9;6.3;0;0;7;0.0003;4;824.165
11:45;7.4;1.4;6;10;0;0.1;5;0.0015;5;824.177
11:50;1.3;0.1;1.2;11.5;0;0;7;0.0007;4;824.16
11:55;9.6;0;9.6;5.5;0;0;7;0.0001;4;824.16
12:00;3.7;0.1;3.6;6.1;0;0;7;0.0002;6;824.161
12:05;5.4;0;5.3;5.6;0;0;7;0.0001;6;824.165
12:10;12.3;6.7;5.5;9.7;0.2;0.2;7;0.0042;4;824.166
12:15;3.9;2.9;0.9;18;0.1;0.1;7;0.0051;1;824.168
12:20;12.8;1.1;11.7;5.6;0;0.1;3;0.0005;3;824.237
12:25;8.8;1.8;6.9;10;0;0.1;7;0.0011;6;824.287
12:30;4.8;0;4.7;6;0;0;7;0.0002;6;824.284
12:35;5.7;0;5.7;6.3;0;0;7;0.0002;3;824.227
12:40;5.5;0;5.4;5.8;0;0;7;0.0003;4;824.227
12:45;7;0;6.9;6;0;0;7;0.0002;4;824.227
12:50;8.9;0;8.9;4.9;0;0;7;0.0001;4;824.228
12:55;5.6;0.1;5.5;5.7;0;0;7;0.0003;4;824.229
13:00;8.9;0.1;8.8;5.3;0;0;7;0.0003;3;824.239
13:05;1.9;0.1;1.8;8.7;0;0;7;0.0008;7;824.243
13:10;5.1;0.1;5;6;0;0;7;0.0007;3;824.244
13:15;5;0.2;4.7;6.4;0;0;7;0.0002;2;824.245
13:20;3.5;0.9;2.6;11.6;0;0;7;0.0006;3;824.311
13:25;7.6;0;7.5;5.6;0;0;7;0.0001;7;824.313
13:30;1.4;0;1.3;11;0;0;7;0.0005;4;824.307
13:35;2.5;0;2.4;10;0;0;7;0.0005;5;824.251
13:40;2.8;0;2.7;7.8;0;0;7;0.0002;7;824.252
13:45;1.1;0;1;11.9;0;0;7;0.0008;2;824.252
13:50;6.1;0;6.1;5.7;0;0;7;0.0001;4;824.255
13:55;3.6;0.1;3.5;8;0;0;7;0.0003;1;824.258
14:00;7.4;0.3;7.1;6.5;0;0;7;0.0003;4;824.259
14:05;6.5;0.2;6.2;5.5;0;0;7;0.0002;6;824.261
14:10;1.1;0;1;11.9;0;0;7;0.0005;6;824.262
14:15;3.9;0;3.9;6.1;0;0;7;0.0003;4;824.264
14:20;4.8;1.5;3.3;7.9;0;0.1;6;0.0014;6;824.332
14:25;4.5;1.8;2.7;15.9;0;0.2;6;0.004;6;824.335
14:30;4.3;0.5;3.8;9.4;0;0;7;0.0008;1;824.308
14:35;1.9;0.4;1.4;11.9;0;0;7;0.0009;7;824.31
14:40;6.2;0;6.1;6.8;0;0;7;0.0001;7;824.255
14:45;6.6;0;6.5;7.5;0;0;7;0.0001;1;824.257
14:50;1.8;0.1;1.7;8.8;0;0;7;0.0007;2;824.259
14:55;9.4;0.1;9.3;5.8;0;0;7;0.0001;4;824.259
15:00;1.8;0.1;1.7;8.7;0;0;7;0.0009;1;824.26
15:05;7.3;0.1;7.2;5.3;0;0;7;0.0002;4;824.262
15:10;3.3;0;3.2;11.4;0;0;7;0.0003;1;824.263
15:15;1;0.1;0.9;11.1;0;0;7;0.0007;7;824.264
15:20;7.2;1;6.2;7;0;0.1;3;0.0005;3;824.331
15:25;2.7;0.1;2.6;9.2;0;0;7;0.0006;2;824.331
15:30;2.2;0;2.2;9.3;0;0;7;0.0007;1;824.328
15:35;2.3;0.1;2.2;9.4;0;0;7;0.0006;3;824.328
15:40;1.2;0;1.2;8.5;0;0;7;0.0004;2;824.273
15:45;5.8;0.1;5.7;8.1;0;0;7;0.0001;5;824.275
15:50;1.1;0.1;0.9;13.8;0;0;7;0.001;3;824.276
15:55;2.1;0.2;1.8;8.6;0;0;7;0.0011;6;824.284
16:00;3.6;0.1;3.4;6.9;0;0;7;0.0006;1;824.29
16:05;1.1;0.1;1;11.5;0;0;7;0.0011;4;824.29
16:10;5.6;0.1;5.5;9.4;0;0;7;0.0002;4;824.292
16:15;1.4;0.2;1.1;10.1;0;0;7;0.0012;5;824.292
16:20;4.1;0.1;4;6.3;0;0;7;0.0003;1;824.293
16:25;13.5;6.3;7.2;8.2;0.3;0.3;7;0.002;6;824.399
16:30;9.4;0.9;8.4;5.6;0;0;7;0.0008;5;824.397
16:35;3.6;0.1;3.5;6.7;0;0;7;0.0003;1;824.401
16:40;4.5;0.1;4.4;6.9;0;0;7;0.0002;1;824.343
16:45;3.6;0.4;3.2;8.8;0;0;7;0.0006;2;824.327
16:50;5.3;3.3;2;11.7;0.1;0.1;7;0.0053;1;824.329
16:55;3.7;0.1;3.6;10.1;0;0;7;0.0004;2;824.345
17:00;12.2;9.7;2.5;6.9;0.1;0.2;7;0.0017;7;824.335
17:05;5.7;2;3.6;6.1;0;0;7;0.0007;7;824.337
17:10;1.7;0;1.6;9.5;0;0;7;0.0005;3;824.336
17:15;4.7;0.1;4.5;5.7;0;0;7;0.0002;3;824.338
17:20;2.5;0;2.5;8.4;0;0;7;0.0003;3;824.345
17:25;5.8;1.8;4;8.9;0;0.1;7;0.0011;7;824.392
17:30;1.6;0;1.6;10.9;0;0;7;0.0005;2;824.387
17:35;7.6;0.7;6.9;6.5;0;0;7;0.0004;4;824.403
17:40;7.1;0.8;6.2;7.2;0;0;7;0.001;6;824.365
17:45;6.1;0.8;5.3;7.5;0;0;7;0.0005;5;824.368
17:50;9.3;1.5;7.8;10;0;0.1;6;0.0007;5;824.372
17:55;2.3;0.1;2.2;8.7;0;0;7;0.0008;6;824.372
18:00;2.8;1.4;1.3;38.7;0;0;7;0.0029;7;824.372
18:05;3.5;0;3.5;6.9;0;0;7;0.0009;6;824.373
18:10;4.3;1.5;2.7;10.8;0;0;7;0.0011;7;824.388
18:15;3.8;0.1;3.7;6.4;0;0;7;0.0002;7;824.373
18:20;1.3;0;1.2;10.6;0;0;7;0.0007;6;824.375
18:25;2.7;1;1.7;10;0;0;7;0.0011;4;824.435
18:30;6.1;3.7;2.4;7.2;0.1;0.1;7;0.0014;7;824.443
18:35;5.7;0.9;4.7;12.8;0;0;7;0.0007;1;824.444
18:40;1.5;0.1;1.4;9.7;0;0;7;0.002;6;824.387
18:45;4.6;0;4.5;6.8;0;0;7;0.0002;3;824.395
18:50;1.8;0.5;1.3;13.2;0;0;7;0.0016;2;824.397
18:55;1;0;0.9;12;0;0;7;0.0008;3;824.397
19:00;5.7;0.6;5.1;9;0;0;7;0.0004;1;824.4
19:05;7;2.2;4.8;12.7;0.1;0.1;7;0.0016;3;824.403
19:10;8.8;1.2;7.6;10.1;0;0;7;0.0005;6;824.406
19:15;8.3;1.1;7.1;9.8;0;0;7;0.0004;6;824.409
19:20;8.1;0.7;7.4;8.2;0;0;7;0.0003;5;824.41
19:25;6.6;1.5;5;10.1;0;0;7;0.0008;6;824.481
19:30;7.8;0.4;7.4;5.9;0;0;7;0.0004;5;824.485
19:35;7;0.8;6.2;8.4;0;0;7;0.0008;3;824.478
19:40;9.8;0.8;9;6.3;0;0;7;0.0003;6;824.417
19:45;14.5;5;9.4;9.1;0.1;0.2;6;0.001;1;824.419
19:50;1.2;0;1.2;14.2;0;0;7;0.0004;1;824.419
19:55;4.5;0.1;4.3;6.4;0;0;7;0.0004;6;824.41
20:00;1.9;0;1.9;11.1;0;0;7;0.0001;3;824.41
20:05;14.1;4.4;9.6;5.5;0.2;0.2;7;0.0012;5;824.393
20:10;3.9;0.1;3.7;6.9;0;0;7;0.0004;3;824.402
20:15;3.1;0.3;2.8;10.3;0;0;7;0.0006;7;824.378
20:20;12.7;1.9;10.8;7.6;0;0.1;6;0.0006;5;824.409
20:25;14.4;4.1;10.2;8.9;0.1;0.1;7;0.001;1;824.526
20:30;5.8;3.6;2.2;53.7;0.1;0.1;7;0.0025;7;824.528
20:35;5.5;0.2;5.2;7.2;0;0;7;0.0002;7;824.521
20:40;3.8;0.9;2.8;8.3;0;0;7;0.0017;6;824.468
20:45;3.7;0.6;3;8.7;0;0;7;0.001;5;824.468
20:50;4.4;0.3;4;6.7;0;0;7;0.0004;5;824.467
20:55;4.2;0.2;4;7.1;0;0;7;0.0005;1;824.468
21:00;16.8;3.2;13.6;9.4;0;0.1;7;0.0005;1;824.477
21:05;2.4;0.4;1.9;9.2;0;0;7;0.0007;1;824.477
21:10;2.4;0;2.4;9.7;0;0;7;0.0004;1;824.479
21:15;3.7;0.3;3.4;6.8;0;0;7;0.0007;2;824.48
21:20;2.8;0.8;2;8.3;0;0;7;0.0015;1;824.488
21:25;10.3;6.3;3.9;9.2;0.2;0.2;7;0.0017;7;824.579
21:30;2.6;0.6;2;9;0;0;7;0.001;3;824.573
21:35;3.2;0.7;2.4;12.4;0;0;7;0.003;5;824.583
21:40;19.6;3.4;16.1;9.8;0;0.1;7;0.0003;5;824.562
21:45;3.4;0.4;2.9;8;0;0;7;0.0008;1;824.499
21:50;13.5;2.5;10.9;11;0;0;7;0.0004;7;824.499
21:55;4.2;1.1;3.1;6.8;0;0;7;0.0009;5;824.5
22:00;3.3;0.8;2.5;6.6;0;0;7;0.0016;5;824.507
22:05;167.3;145.1;22.1;5.3;1.9;3.2;6;0.0014;2;824.481
22:10;1.3;0.2;1;12.5;0;0;7;0.0019;5;824.483
22:15;10.6;2.3;8.3;9.8;0.1;0.1;4;0.0009;4;824.47
22:20;1.7;0;1.7;8.5;0;0;7;0.0005;5;824.47
22:25;11.3;2.5;8.7;9.5;0;0.1;7;0.0005;7;824.553
22:30;13.3;2.6;10.6;10.3;0;0.1;1;0.0005;5;824.556
22:35;3.2;0.4;2.7;8.2;0;0;7;0.0007;1;824.55
22:40;3.8;1.5;2.3;6.6;0;0;7;0.0005;5;824.563
22:45;2.7;0.2;2.5;7.5;0;0;7;0.0005;7;824.511
22:50;1.9;0;1.9;21.1;0;0;7;0.0002;7;824.514
22:55;2;0;2;7.2;0;0;7;0.0004;1;824.515
23:00;22.3;2.8;19.4;8.6;0;0.1;6;0.0003;6;824.518
23:05;5.5;0.6;4.8;5.9;0;0;7;0.0004;1;824.495
23:10;17.6;2.7;14.8;8.9;0;0.1;7;0.0004;5;824.514
23:15;2.9;0.4;2.4;6.7;0;0;7;0.0007;1;824.515
23:20;7;4.1;2.8;52.8;0.1;0.1;7;0.0024;4;824.526
23:25;3.4;0.1;3.3;6.9;0;0;7;0.0003;1;824.522
23:30;3.2;1.1;2.1;12.2;0;0;7;0.0012;6;824.584
23:35;3;0.1;2.9;8.1;0;0;7;0.0003;5;824.564
23:40;9.1;1.8;7.2;10.1;0;0;7;0.0006;3;824.588
23:45;7.2;3.7;3.5;18.6;0.1;0.2;7;0.0021;6;824.543
23:50;3.1;0.1;3;7.4;0;0;7;0.0006;7;824.534
 02:15:01;3.5;0.9;2.6;11.6;0;0;7;0.0006;3;824.311
23:55;7.6;0;7.5;5.6;0;0;7;0.0001;7;824.313
00:00;1.4;0;1.3;11;0;0;7;0.0005;4;824.307
00:05;2.5;0;2.4;10;0;0;7;0.0005;5;824.251
00:10;2.8;0;2.7;7.8;0;0;7;0.0002;7;824.252
00:15;1.1;0;1;11.9;0;0;7;0.0008;2;824.252
00:20;6.1;0;6.1;5.7;0;0;7;0.0001;4;824.255
00:25;3.6;0.1;3.5;8;0;0;7;0.0003;1;824.258
00:30;7.4;0.3;7.1;6.5;0;0;7;0.0003;4;824.259
00:35;6.5;0.2;6.2;5.5;0;0;7;0.0002;6;824.261
00:40;1.1;0;1;11.9;0;0;7;0.0005;6;824.262
00:45;3.9;0;3.9;6.1;0;0;7;0.0003;4;824.264
00:50;4.8;1.5;3.3;7.9;0;0.1;6;0.0014;6;824.332
00:55;4.5;1.8;2.7;15.9;0;0.2;6;0.004;6;824.335
01:00;4.3;0.5;3.8;9.4;0;0;7;0.0008;1;824.308
01:05;1.9;0.4;1.4;11.9;0;0;7;0.0009;7;824.31
01:10;6.2;0;6.1;6.8;0;0;7;0.0001;7;824.255
01:15;6.6;0;6.5;7.5;0;0;7;0.0001;1;824.257
01:20;1.8;0.1;1.7;8.8;0;0;7;0.0007;2;824.259
01:25;9.4;0.1;9.3;5.8;0;0;7;0.0001;4;824.259
01:30;1.8;0.1;1.7;8.7;0;0;7;0.0009;1;824.26
01:35;7.3;0.1;7.2;5.3;0;0;7;0.0002;4;824.262
01:40;3.3;0;3.2;11.4;0;0;7;0.0003;1;824.263
01:45;1;0.1;0.9;11.1;0;0;7;0.0007;7;824.264
01:50;7.2;1;6.2;7;0;0.1;3;0.0005;3;824.331
01:55;2.7;0.1;2.6;9.2;0;0;7;0.0006;2;824.331
02:00;2.2;0;2.2;9.3;0;0;7;0.0007;1;824.328
02:05;2.3;0.1;2.2;9.4;0;0;7;0.0006;3;824.328
02:10;1.2;0;1.2;8.5;0;0;7;0.0004;2;824.273
02:15;5.8;0.1;5.7;8.1;0;0;7;0.0001;5;824.275
02:20;1.1;0.1;0.9;13.8;0;0;7;0.001;3;824.276
02:25;2.1;0.2;1.8;8.6;0;0;7;0.0011;6;824.284
02:30;3.6;0.1;3.4;6.9;0;0;7;0.0006;1;824.29
02:35;1.1;0.1;1;11.5;0;0;7;0.0011;4;824.29
02:40;5.6;0.1;5.5;9.4;0;0;7;0.0002;4;824.292
02:45;1.4;0.2;1.1;10.1;0;0;7;0.0012;5;824.292
02:50;4.1;0.1;4;6.3;0;0;7;0.0003;1;824.293
02:55;517.9;503.6;14.2;5.7;16.9;36.8;7;0.0039;7;824.021
03:00;810.8;743.3;67.5;4.9;22.6;44.5;7;0.004;7;824.05
03:05;643;516.5;126.5;6.6;17.4;35.3;7;0.0037;7;823.903
03:10;14.7;3.4;11.2;7.3;0.2;0.3;7;0.0019;3;823.857
03:15;39.3;0.3;38.9;5.1;0;0;7;0.0001;1;823.858
03:20;24.4;0.2;24.1;4.8;0;0;7;0.0001;2;823.859
03:25;34.1;0.1;34;4.4;0;0;7;0;7;823.862
03:30;19.5;3.2;16.2;5.8;0.1;0.1;7;0.0009;1;823.929
03:35;41.6;2.6;39;5.6;0.1;0.2;7;0.0005;1;823.924
03:40;9.3;0.3;8.9;6.1;0;0;7;0.0004;2;823.927
03:45;8.6;0.1;8.5;6.4;0;0;7;0.0001;6;823.873
03:50;19.2;0.6;18.6;4.9;0;0;7;0.0005;1;823.875
03:55;3;0.3;2.7;9.1;0;0;7;0.0009;1;823.874
04:00;31.7;0.1;31.6;4.4;0;0;7;0;7;823.875
04:05;17.8;0.2;17.5;4.7;0;0;7;0.0002;1;823.88
04:10;16;0.1;15.8;4.9;0;0;7;0.0001;2;823.881
04:15;14.3;0.4;13.9;5.4;0;0;7;0.0003;6;823.885
04:20;708.1;705.8;2.2;6.7;23.1;34.8;7;0.0034;7;823.89
04:25;434;426;8;7.5;12.7;19.9;7;0.0025;7;824.026
04:30;22.2;9.1;13.1;12;0.3;0.6;7;0.0017;7;824.091
04:35;4.6;0.3;4.3;13;0;0;7;0.0004;7;824.091
04:40;30.4;1.3;29;5.9;0;0;7;0.0001;7;824.088
04:45;6.7;0.6;6;6.6;0;0;7;0.0007;1;824.032
04:50;16.5;1.1;15.4;7.6;0;0;7;0.0004;6;824.036
04:55;3;0.3;2.6;8.7;0;0;7;0.0007;7;824.039
05:00;1.1;0.1;1;11.3;0;0;7;0.0009;2;824.04
05:05;13.1;0;13.1;5.4;0;0;7;0.0001;3;824.041
05:10;2.1;0.2;1.9;10.2;0;0;7;0.0006;6;824.045
05:15;27.4;0.2;27.2;4.7;0;0;7;0.0001;4;824.046
05:20;17.6;0;17.5;5;0;0;7;0;7;824.049
05:25;14.9;0.6;14.3;5.2;0;0;7;0.0002;7;824.051
05:30;21.4;1.4;20;5.3;0;0;7;0.0004;1;824.119
05:35;2.8;0.5;2.2;11.4;0;0;7;0.0016;1;824.122
05:40;9.3;0;9.2;5.1;0;0;7;0.0001;4;824.116
05:45;3;0.1;2.8;8.9;0;0;7;0.0003;7;824.06
05:50;12.2;0;12.1;5;0;0;7;0;7;824.063
05:55;8;0;7.9;6.2;0;0;7;0.0001;6;824.064
06:00;6.6;0.1;6.5;5.8;0;0;7;0.0002;7;824.067
06:05;23.5;0.1;23.4;4.6;0;0;7;0;7;824.069
06:10;4.7;3.5;1.2;18.6;0.1;0.2;7;0.0037;7;824.073
06:15;14.1;0.7;13.4;5.9;0;0;7;0.0006;1;824.077
06:20;11.5;0.1;11.4;5.1;0;0;7;0.0001;4;824.079
06:25;5.4;0.5;4.9;6.5;0;0;7;0.0006;1;824.069
06:30;7.6;1.5;6;7.5;0;0;7;0.0008;1;824.135
06:35;9.6;0.1;9.5;5.1;0;0;7;0.0001;7;824.147
06:40;1.4;0.1;1.3;10.6;0;0;7;0.0014;6;824.141
06:45;7.1;0.1;7;5.4;0;0;7;0.0003;1;824.141
06:50;12.3;0.4;11.8;6.1;0;0;7;0.0003;1;824.085
06:55;4.1;0.3;3.8;6.6;0;0;7;0.0005;1;824.085
07:00;11.8;1.4;10.3;8.5;0;0;7;0.0004;6;824.087
07:05;1.7;0;1.7;16.2;0;0;7;0.0003;7;824.088
07:10;1.7;0.5;1.1;10;0;0;7;0.0017;1;824.091
07:15;15.6;0.1;15.4;4.8;0;0;7;0.0001;4;824.093
07:20;2.3;0.5;1.7;9.8;0;0;7;0.0013;1;824.094
07:25;4.3;0.1;4.1;5.9;0;0;7;0.0004;1;824.097
07:30;9.4;1.3;8;6.6;0;0;7;0.0006;4;824.162
07:35;1.5;0.1;1.3;10;0;0;7;0.0008;6;824.164
07:40;8.7;0.1;8.6;5.3;0;0;7;0.0001;5;824.159
07:45;1.4;0.1;1.2;11.4;0;0;7;0.0014;5;824.164
07:50;15.2;1.4;13.8;8.2;0;0.1;5;0.0005;5;824.081
07:55;13.6;8.9;4.7;9.1;0.2;0.3;7;0.0015;6;824.098
08:00;11.4;2.4;8.9;6;0.1;0.2;7;0.0008;7;824.108
08:05;3.7;0.2;3.4;7.2;0;0;7;0.0003;7;824.108
08:10;2.6;0;2.6;7.1;0;0;7;0.0003;1;824.107
08:15;13.5;1.1;12.4;6.2;0;0;7;0.0003;5;824.114
08:20;1.3;0;1.2;10.1;0;0;7;0.0004;2;824.115
08:25;4.5;0;4.5;7.3;0;0;7;0.0002;2;824.118
08:30;7;1;5.9;6;0;0;7;0.0005;4;824.186
08:35;3.5;1.5;2;10.3;0;0;7;0.0015;1;824.191
08:40;6.9;3.2;3.6;11.1;0.1;0.2;5;0.0024;1;824.203
08:45;9.2;0.1;9.1;5;0;0;7;0.0002;1;824.206
08:50;5.2;0.4;4.8;6.9;0;0;7;0.0006;1;824.149
08:55;1.6;0.1;1.5;12.1;0;0;7;0.0011;5;824.149
09:00;15.8;1.7;14.1;5.7;0;0.1;7;0.0004;5;824.147
09:05;4.9;0.5;4.4;8.6;0;0;7;0.001;5;824.148
09:10;2.3;0.1;2.2;9.1;0;0;7;0.0005;1;824.146
09:15;4.9;0.1;4.7;6.4;0;0;7;0.0004;3;824.147
09:20;4;0;3.9;6.4;0;0;7;0.0003;1;824.147
09:25;8.3;0.1;8.1;6.3;0;0;7;0.0002;3;824.161
09:30;11.8;0.1;11.7;5.1;0;0;7;0.0002;6;824.145
09:35;2.8;1.1;1.6;10.1;0;0;7;0.0015;1;824.216
09:40;4.3;0.2;4.1;6.4;0;0;7;0.0007;6;824.206
09:45;8.7;0.1;8.5;5.2;0;0;7;0.0003;3;824.207
09:50;1.5;0.1;1.4;9;0;0;7;0.0008;7;824.15
