tiempo;Promedio_ES;Promedio_Lecturas;Promedio_Grabaciones;Promedio_K_ES;Promedio_uti;Util_alta;Uni_util_alta;Tiempo_Service_Alto;Unit_Service_alta;Espacio_Disco_Utilizado
16:10;8.6;0.1;8.5;6.4;0;0;7;0.0001;6;823.873
16:15;19.2;0.6;18.6;4.9;0;0;7;0.0005;1;823.875
16:20;3;0.3;2.7;9.1;0;0;7;0.0009;1;823.874
16:25;31.7;0.1;31.6;4.4;0;0;7;0;7;823.875
16:30;17.8;0.2;17.5;4.7;0;0;7;0.0002;1;823.88
16:35;16;0.1;15.8;4.9;0;0;7;0.0001;2;823.881
 02:15:04;14.3;0.4;13.9;5.4;0;0;7;0.0003;6;823.885
16:40;708.1;705.8;2.2;6.7;23.1;34.8;7;0.0034;7;823.89
16:45;434;426;8;7.5;12.7;19.9;7;0.0025;7;824.026
16:50;22.2;9.1;13.1;12;0.3;0.6;7;0.0017;7;824.091
16:55;4.6;0.3;4.3;13;0;0;7;0.0004;7;824.091
17:00;30.4;1.3;29;5.9;0;0;7;0.0001;7;824.088
17:05;6.7;0.6;6;6.6;0;0;7;0.0007;1;824.032
17:10;16.5;1.1;15.4;7.6;0;0;7;0.0004;6;824.036
17:15;3;0.3;2.6;8.7;0;0;7;0.0007;7;824.039
17:20;1.1;0.1;1;11.3;0;0;7;0.0009;2;824.04
17:25;13.1;0;13.1;5.4;0;0;7;0.0001;3;824.041
17:30;2.1;0.2;1.9;10.2;0;0;7;0.0006;6;824.045
17:35;27.4;0.2;27.2;4.7;0;0;7;0.0001;4;824.046
17:40;17.6;0;17.5;5;0;0;7;0;7;824.049
17:45;14.9;0.6;14.3;5.2;0;0;7;0.0002;7;824.051
17:50;21.4;1.4;20;5.3;0;0;7;0.0004;1;824.119
17:55;2.8;0.5;2.2;11.4;0;0;7;0.0016;1;824.122
18:00;9.3;0;9.2;5.1;0;0;7;0.0001;4;824.116
18:05;3;0.1;2.8;8.9;0;0;7;0.0003;7;824.06
18:10;12.2;0;12.1;5;0;0;7;0;7;824.063
18:15;8;0;7.9;6.2;0;0;7;0.0001;6;824.064
18:20;6.6;0.1;6.5;5.8;0;0;7;0.0002;7;824.067
18:25;23.5;0.1;23.4;4.6;0;0;7;0;7;824.069
18:30;4.7;3.5;1.2;18.6;0.1;0.2;7;0.0037;7;824.073
18:35;14.1;0.7;13.4;5.9;0;0;7;0.0006;1;824.077
18:40;11.5;0.1;11.4;5.1;0;0;7;0.0001;4;824.079
18:45;5.4;0.5;4.9;6.5;0;0;7;0.0006;1;824.069
18:50;7.6;1.5;6;7.5;0;0;7;0.0008;1;824.135
18:55;9.6;0.1;9.5;5.1;0;0;7;0.0001;7;824.147
19:00;1.4;0.1;1.3;10.6;0;0;7;0.0014;6;824.141
19:05;7.1;0.1;7;5.4;0;0;7;0.0003;1;824.141
19:10;12.3;0.4;11.8;6.1;0;0;7;0.0003;1;824.085
19:15;4.1;0.3;3.8;6.6;0;0;7;0.0005;1;824.085
19:20;11.8;1.4;10.3;8.5;0;0;7;0.0004;6;824.087
19:25;1.7;0;1.7;16.2;0;0;7;0.0003;7;824.088
19:30;1.7;0.5;1.1;10;0;0;7;0.0017;1;824.091
19:35;15.6;0.1;15.4;4.8;0;0;7;0.0001;4;824.093
19:40;2.3;0.5;1.7;9.8;0;0;7;0.0013;1;824.094
19:45;4.3;0.1;4.1;5.9;0;0;7;0.0004;1;824.097
19:50;9.4;1.3;8;6.6;0;0;7;0.0006;4;824.162
19:55;1.5;0.1;1.3;10;0;0;7;0.0008;6;824.164
20:00;8.7;0.1;8.6;5.3;0;0;7;0.0001;5;824.159
20:05;1.4;0.1;1.2;11.4;0;0;7;0.0014;5;824.164
20:10;15.2;1.4;13.8;8.2;0;0.1;5;0.0005;5;824.081
20:15;13.6;8.9;4.7;9.1;0.2;0.3;7;0.0015;6;824.098
20:20;11.4;2.4;8.9;6;0.1;0.2;7;0.0008;7;824.108
20:25;3.7;0.2;3.4;7.2;0;0;7;0.0003;7;824.108
20:30;2.6;0;2.6;7.1;0;0;7;0.0003;1;824.107
20:35;13.5;1.1;12.4;6.2;0;0;7;0.0003;5;824.114
20:40;1.3;0;1.2;10.1;0;0;7;0.0004;2;824.115
20:45;4.5;0;4.5;7.3;0;0;7;0.0002;2;824.118
20:50;7;1;5.9;6;0;0;7;0.0005;4;824.186
20:55;3.5;1.5;2;10.3;0;0;7;0.0015;1;824.191
21:00;6.9;3.2;3.6;11.1;0.1;0.2;5;0.0024;1;824.203
21:05;9.2;0.1;9.1;5;0;0;7;0.0002;1;824.206
21:10;5.2;0.4;4.8;6.9;0;0;7;0.0006;1;824.149
21:15;1.6;0.1;1.5;12.1;0;0;7;0.0011;5;824.149
21:20;15.8;1.7;14.1;5.7;0;0.1;7;0.0004;5;824.147
21:25;4.9;0.5;4.4;8.6;0;0;7;0.001;5;824.148
21:30;2.3;0.1;2.2;9.1;0;0;7;0.0005;1;824.146
21:35;4.9;0.1;4.7;6.4;0;0;7;0.0004;3;824.147
21:40;4;0;3.9;6.4;0;0;7;0.0003;1;824.147
21:45;8.3;0.1;8.1;6.3;0;0;7;0.0002;3;824.161
21:50;11.8;0.1;11.7;5.1;0;0;7;0.0002;6;824.145
21:55;2.8;1.1;1.6;10.1;0;0;7;0.0015;1;824.216
22:00;4.3;0.2;4.1;6.4;0;0;7;0.0007;6;824.206
22:05;8.7;0.1;8.5;5.2;0;0;7;0.0003;3;824.207
22:10;1.5;0.1;1.4;9;0;0;7;0.0008;7;824.15
22:15;16;0;15.9;5.2;0;0;7;0;7;824.15
22:20;1;0;0.9;11;0;0;7;0.0014;6;824.152
22:25;11.1;0;11.1;4.8;0;0;7;0;7;824.152
22:30;4.8;0;4.8;6.4;0;0;7;0.0001;6;824.153
22:35;1.5;0;1.4;9.9;0;0;7;0.0006;6;824.153
22:40;8.9;0;8.8;5.1;0;0;7;0;7;824.148
22:45;7.7;0.1;7.5;5.6;0;0;7;0.0002;2;824.154
22:50;11.3;0;11.2;5.7;0;0;7;0.0001;1;824.158
22:55;3.5;1;2.5;8.3;0;0;7;0.001;1;824.224
23:00;1.3;0;1.2;10.2;0;0;7;0.0004;6;824.208
23:05;5.1;0;5;7.7;0;0;7;0.0001;4;824.209
23:10;1.2;0;1.1;10.8;0;0;7;0.0006;7;824.157
23:15;3;0;2.9;6.3;0;0;7;0.0003;4;824.165
23:20;7.4;1.4;6;10;0;0.1;5;0.0015;5;824.177
23:25;1.3;0.1;1.2;11.5;0;0;7;0.0007;4;824.16
23:30;9.6;0;9.6;5.5;0;0;7;0.0001;4;824.16
23:35;3.7;0.1;3.6;6.1;0;0;7;0.0002;6;824.161
23:40;5.4;0;5.3;5.6;0;0;7;0.0001;6;824.165
23:45;12.3;6.7;5.5;9.7;0.2;0.2;7;0.0042;4;824.166
23:50;3.9;2.9;0.9;18;0.1;0.1;7;0.0051;1;824.168
23:55;12.8;1.1;11.7;5.6;0;0.1;3;0.0005;3;824.237
00:00;8.8;1.8;6.9;10;0;0.1;7;0.0011;6;824.287
00:05;4.8;0;4.7;6;0;0;7;0.0002;6;824.284
00:10;5.7;0;5.7;6.3;0;0;7;0.0002;3;824.227
00:15;5.5;0;5.4;5.8;0;0;7;0.0003;4;824.227
00:20;7;0;6.9;6;0;0;7;0.0002;4;824.227
00:25;8.9;0;8.9;4.9;0;0;7;0.0001;4;824.228
00:30;5.6;0.1;5.5;5.7;0;0;7;0.0003;4;824.229
00:35;8.9;0.1;8.8;5.3;0;0;7;0.0003;3;824.239
00:40;1.9;0.1;1.8;8.7;0;0;7;0.0008;7;824.243
00:45;5.1;0.1;5;6;0;0;7;0.0007;3;824.244
00:50;5;0.2;4.7;6.4;0;0;7;0.0002;2;824.245
00:55;3.5;0.9;2.6;11.6;0;0;7;0.0006;3;824.311
01:00;7.6;0;7.5;5.6;0;0;7;0.0001;7;824.313
01:05;1.4;0;1.3;11;0;0;7;0.0005;4;824.307
01:10;2.5;0;2.4;10;0;0;7;0.0005;5;824.251
01:15;2.8;0;2.7;7.8;0;0;7;0.0002;7;824.252
01:20;1.1;0;1;11.9;0;0;7;0.0008;2;824.252
01:25;6.1;0;6.1;5.7;0;0;7;0.0001;4;824.255
01:30;3.6;0.1;3.5;8;0;0;7;0.0003;1;824.258
01:35;7.4;0.3;7.1;6.5;0;0;7;0.0003;4;824.259
01:40;6.5;0.2;6.2;5.5;0;0;7;0.0002;6;824.261
01:45;1.1;0;1;11.9;0;0;7;0.0005;6;824.262
01:50;3.9;0;3.9;6.1;0;0;7;0.0003;4;824.264
01:55;4.8;1.5;3.3;7.9;0;0.1;6;0.0014;6;824.332
02:00;4.5;1.8;2.7;15.9;0;0.2;6;0.004;6;824.335
02:05;4.3;0.5;3.8;9.4;0;0;7;0.0008;1;824.308
02:10;1.9;0.4;1.4;11.9;0;0;7;0.0009;7;824.31
02:15;6.2;0;6.1;6.8;0;0;7;0.0001;7;824.255
02:20;6.6;0;6.5;7.5;0;0;7;0.0001;1;824.257
02:25;1.8;0.1;1.7;8.8;0;0;7;0.0007;2;824.259
02:30;9.4;0.1;9.3;5.8;0;0;7;0.0001;4;824.259
02:35;1.8;0.1;1.7;8.7;0;0;7;0.0009;1;824.26
02:40;7.3;0.1;7.2;5.3;0;0;7;0.0002;4;824.262
02:45;3.3;0;3.2;11.4;0;0;7;0.0003;1;824.263
02:50;1;0.1;0.9;11.1;0;0;7;0.0007;7;824.264
02:55;7.2;1;6.2;7;0;0.1;3;0.0005;3;824.331
03:00;2.7;0.1;2.6;9.2;0;0;7;0.0006;2;824.331
03:05;2.2;0;2.2;9.3;0;0;7;0.0007;1;824.328
03:10;2.3;0.1;2.2;9.4;0;0;7;0.0006;3;824.328
03:15;1.2;0;1.2;8.5;0;0;7;0.0004;2;824.273
03:20;5.8;0.1;5.7;8.1;0;0;7;0.0001;5;824.275
03:25;1.1;0.1;0.9;13.8;0;0;7;0.001;3;824.276
03:30;2.1;0.2;1.8;8.6;0;0;7;0.0011;6;824.284
03:35;3.6;0.1;3.4;6.9;0;0;7;0.0006;1;824.29
03:40;1.1;0.1;1;11.5;0;0;7;0.0011;4;824.29
03:45;5.6;0.1;5.5;9.4;0;0;7;0.0002;4;824.292
03:50;1.4;0.2;1.1;10.1;0;0;7;0.0012;5;824.292
03:55;4.1;0.1;4;6.3;0;0;7;0.0003;1;824.293
04:00;13.5;6.3;7.2;8.2;0.3;0.3;7;0.002;6;824.399
04:05;9.4;0.9;8.4;5.6;0;0;7;0.0008;5;824.397
04:10;3.6;0.1;3.5;6.7;0;0;7;0.0003;1;824.401
04:15;4.5;0.1;4.4;6.9;0;0;7;0.0002;1;824.343
04:20;3.6;0.4;3.2;8.8;0;0;7;0.0006;2;824.327
04:25;5.3;3.3;2;11.7;0.1;0.1;7;0.0053;1;824.329
04:30;3.7;0.1;3.6;10.1;0;0;7;0.0004;2;824.345
04:35;12.2;9.7;2.5;6.9;0.1;0.2;7;0.0017;7;824.335
04:40;5.7;2;3.6;6.1;0;0;7;0.0007;7;824.337
04:45;1.7;0;1.6;9.5;0;0;7;0.0005;3;824.336
04:50;4.7;0.1;4.5;5.7;0;0;7;0.0002;3;824.338
04:55;2.5;0;2.5;8.4;0;0;7;0.0003;3;824.345
05:00;5.8;1.8;4;8.9;0;0.1;7;0.0011;7;824.392
05:05;1.6;0;1.6;10.9;0;0;7;0.0005;2;824.387
05:10;7.6;0.7;6.9;6.5;0;0;7;0.0004;4;824.403
05:15;7.1;0.8;6.2;7.2;0;0;7;0.001;6;824.365
05:20;6.1;0.8;5.3;7.5;0;0;7;0.0005;5;824.368
05:25;9.3;1.5;7.8;10;0;0.1;6;0.0007;5;824.372
05:30;2.3;0.1;2.2;8.7;0;0;7;0.0008;6;824.372
05:35;2.8;1.4;1.3;38.7;0;0;7;0.0029;7;824.372
05:40;3.5;0;3.5;6.9;0;0;7;0.0009;6;824.373
05:45;4.3;1.5;2.7;10.8;0;0;7;0.0011;7;824.388
05:50;3.8;0.1;3.7;6.4;0;0;7;0.0002;7;824.373
05:55;1.3;0;1.2;10.6;0;0;7;0.0007;6;824.375
06:00;2.7;1;1.7;10;0;0;7;0.0011;4;824.435
06:05;6.1;3.7;2.4;7.2;0.1;0.1;7;0.0014;7;824.443
06:10;5.7;0.9;4.7;12.8;0;0;7;0.0007;1;824.444
06:15;1.5;0.1;1.4;9.7;0;0;7;0.002;6;824.387
06:20;4.6;0;4.5;6.8;0;0;7;0.0002;3;824.395
06:25;1.8;0.5;1.3;13.2;0;0;7;0.0016;2;824.397
06:30;1;0;0.9;12;0;0;7;0.0008;3;824.397
06:35;5.7;0.6;5.1;9;0;0;7;0.0004;1;824.4
06:40;7;2.2;4.8;12.7;0.1;0.1;7;0.0016;3;824.403
06:45;8.8;1.2;7.6;10.1;0;0;7;0.0005;6;824.406
06:50;8.3;1.1;7.1;9.8;0;0;7;0.0004;6;824.409
06:55;8.1;0.7;7.4;8.2;0;0;7;0.0003;5;824.41
07:00;6.6;1.5;5;10.1;0;0;7;0.0008;6;824.481
07:05;7.8;0.4;7.4;5.9;0;0;7;0.0004;5;824.485
07:10;7;0.8;6.2;8.4;0;0;7;0.0008;3;824.478
07:15;9.8;0.8;9;6.3;0;0;7;0.0003;6;824.417
07:20;14.5;5;9.4;9.1;0.1;0.2;6;0.001;1;824.419
07:25;1.2;0;1.2;14.2;0;0;7;0.0004;1;824.419
07:30;4.5;0.1;4.3;6.4;0;0;7;0.0004;6;824.41
07:35;1.9;0;1.9;11.1;0;0;7;0.0001;3;824.41
07:40;14.1;4.4;9.6;5.5;0.2;0.2;7;0.0012;5;824.393
07:45;3.9;0.1;3.7;6.9;0;0;7;0.0004;3;824.402
07:50;3.1;0.3;2.8;10.3;0;0;7;0.0006;7;824.378
07:55;12.7;1.9;10.8;7.6;0;0.1;6;0.0006;5;824.409
08:00;14.4;4.1;10.2;8.9;0.1;0.1;7;0.001;1;824.526
08:05;5.8;3.6;2.2;53.7;0.1;0.1;7;0.0025;7;824.528
08:10;5.5;0.2;5.2;7.2;0;0;7;0.0002;7;824.521
08:15;3.8;0.9;2.8;8.3;0;0;7;0.0017;6;824.468
08:20;3.7;0.6;3;8.7;0;0;7;0.001;5;824.468
08:25;4.4;0.3;4;6.7;0;0;7;0.0004;5;824.467
08:30;4.2;0.2;4;7.1;0;0;7;0.0005;1;824.468
08:35;16.8;3.2;13.6;9.4;0;0.1;7;0.0005;1;824.477
08:40;2.4;0.4;1.9;9.2;0;0;7;0.0007;1;824.477
08:45;2.4;0;2.4;9.7;0;0;7;0.0004;1;824.479
08:50;3.7;0.3;3.4;6.8;0;0;7;0.0007;2;824.48
08:55;2.8;0.8;2;8.3;0;0;7;0.0015;1;824.488
09:00;10.3;6.3;3.9;9.2;0.2;0.2;7;0.0017;7;824.579
09:05;2.6;0.6;2;9;0;0;7;0.001;3;824.573
09:10;3.2;0.7;2.4;12.4;0;0;7;0.003;5;824.583
09:15;19.6;3.4;16.1;9.8;0;0.1;7;0.0003;5;824.562
09:20;3.4;0.4;2.9;8;0;0;7;0.0008;1;824.499
09:25;13.5;2.5;10.9;11;0;0;7;0.0004;7;824.499
09:30;4.2;1.1;3.1;6.8;0;0;7;0.0009;5;824.5
09:35;3.3;0.8;2.5;6.6;0;0;7;0.0016;5;824.507
09:40;167.3;145.1;22.1;5.3;1.9;3.2;6;0.0014;2;824.481
09:45;1.3;0.2;1;12.5;0;0;7;0.0019;5;824.483
09:50;10.6;2.3;8.3;9.8;0.1;0.1;4;0.0009;4;824.47
09:55;1.7;0;1.7;8.5;0;0;7;0.0005;5;824.47
10:00;11.3;2.5;8.7;9.5;0;0.1;7;0.0005;7;824.553
10:05;13.3;2.6;10.6;10.3;0;0.1;1;0.0005;5;824.556
10:10;3.2;0.4;2.7;8.2;0;0;7;0.0007;1;824.55
10:15;3.8;1.5;2.3;6.6;0;0;7;0.0005;5;824.563
10:20;2.7;0.2;2.5;7.5;0;0;7;0.0005;7;824.511
10:25;1.9;0;1.9;21.1;0;0;7;0.0002;7;824.514
10:30;2;0;2;7.2;0;0;7;0.0004;1;824.515
10:35;22.3;2.8;19.4;8.6;0;0.1;6;0.0003;6;824.518
10:40;5.5;0.6;4.8;5.9;0;0;7;0.0004;1;824.495
10:45;17.6;2.7;14.8;8.9;0;0.1;7;0.0004;5;824.514
10:50;2.9;0.4;2.4;6.7;0;0;7;0.0007;1;824.515
10:55;7;4.1;2.8;52.8;0.1;0.1;7;0.0024;4;824.526
11:00;3.4;0.1;3.3;6.9;0;0;7;0.0003;1;824.522
11:05;3.2;1.1;2.1;12.2;0;0;7;0.0012;6;824.584
11:10;3;0.1;2.9;8.1;0;0;7;0.0003;5;824.564
11:15;9.1;1.8;7.2;10.1;0;0;7;0.0006;3;824.588
11:20;7.2;3.7;3.5;18.6;0.1;0.2;7;0.0021;6;824.543
11:25;3.1;0.1;3;7.4;0;0;7;0.0006;7;824.534
11:30;3.5;0.9;2.6;11.6;0;0;7;0.0006;3;824.311
11:35;7.6;0;7.5;5.6;0;0;7;0.0001;7;824.313
11:40;1.4;0;1.3;11;0;0;7;0.0005;4;824.307
11:45;2.5;0;2.4;10;0;0;7;0.0005;5;824.251
11:50;2.8;0;2.7;7.8;0;0;7;0.0002;7;824.252
11:55;1.1;0;1;11.9;0;0;7;0.0008;2;824.252
12:00;6.1;0;6.1;5.7;0;0;7;0.0001;4;824.255
12:05;3.6;0.1;3.5;8;0;0;7;0.0003;1;824.258
12:10;7.4;0.3;7.1;6.5;0;0;7;0.0003;4;824.259
12:15;6.5;0.2;6.2;5.5;0;0;7;0.0002;6;824.261
12:20;1.1;0;1;11.9;0;0;7;0.0005;6;824.262
12:25;3.9;0;3.9;6.1;0;0;7;0.0003;4;824.264
12:30;4.8;1.5;3.3;7.9;0;0.1;6;0.0014;6;824.332
12:35;4.5;1.8;2.7;15.9;0;0.2;6;0.004;6;824.335
12:40;4.3;0.5;3.8;9.4;0;0;7;0.0008;1;824.308
12:45;1.9;0.4;1.4;11.9;0;0;7;0.0009;7;824.31
12:50;6.2;0;6.1;6.8;0;0;7;0.0001;7;824.255
12:55;6.6;0;6.5;7.5;0;0;7;0.0001;1;824.257
13:00;1.8;0.1;1.7;8.8;0;0;7;0.0007;2;824.259
13:05;9.4;0.1;9.3;5.8;0;0;7;0.0001;4;824.259
13:10;1.8;0.1;1.7;8.7;0;0;7;0.0009;1;824.26
13:15;7.3;0.1;7.2;5.3;0;0;7;0.0002;4;824.262
13:20;3.3;0;3.2;11.4;0;0;7;0.0003;1;824.263
13:25;1;0.1;0.9;11.1;0;0;7;0.0007;7;824.264
13:30;13.3;2.6;10.6;10.3;0;0.1;1;0.0005;5;824.556
13:35;3.2;0.4;2.7;8.2;0;0;7;0.0007;1;824.55
13:40;3.8;1.5;2.3;6.6;0;0;7;0.0005;5;824.563
13:45;2.7;0.2;2.5;7.5;0;0;7;0.0005;7;824.511
13:50;1.9;0;1.9;21.1;0;0;7;0.0002;7;824.514
13:55;2;0;2;7.2;0;0;7;0.0004;1;824.515
14:00;22.3;2.8;19.4;8.6;0;0.1;6;0.0003;6;824.518
14:05;5.5;0.6;4.8;5.9;0;0;7;0.0004;1;824.495
14:10;17.6;2.7;14.8;8.9;0;0.1;7;0.0004;5;824.514
 02:15:05;2.9;0.4;2.4;6.7;0;0;7;0.0007;1;824.515
14:15;7;4.1;2.8;52.8;0.1;0.1;7;0.0024;4;824.526
14:20;3.4;0.1;3.3;6.9;0;0;7;0.0003;1;824.522
14:25;3.2;1.1;2.1;12.2;0;0;7;0.0012;6;824.584
14:30;3;0.1;2.9;8.1;0;0;7;0.0003;5;824.564
14:35;9.1;1.8;7.2;10.1;0;0;7;0.0006;3;824.588
14:40;7.2;3.7;3.5;18.6;0.1;0.2;7;0.0021;6;824.543
14:45;3.1;0.1;3;7.4;0;0;7;0.0006;7;824.534
14:50;2.2;0.2;1.9;10.1;0;0;7;0.0009;7;824.532
14:55;643;516.5;126.5;6.6;17.4;35.3;7;0.0037;7;823.903
15:00;14.7;3.4;11.2;7.3;0.2;0.3;7;0.0019;3;823.857
15:05;39.3;0.3;38.9;5.1;0;0;7;0.0001;1;823.858
15:10;24.4;0.2;24.1;4.8;0;0;7;0.0001;2;823.859
15:15;34.1;0.1;34;4.4;0;0;7;0;7;823.862
15:20;19.5;3.2;16.2;5.8;0.1;0.1;7;0.0009;1;823.929
15:25;41.6;2.6;39;5.6;0.1;0.2;7;0.0005;1;823.924
15:30;9.3;0.3;8.9;6.1;0;0;7;0.0004;2;823.927
15:35;8.6;0.1;8.5;6.4;0;0;7;0.0001;6;823.873
15:40;19.2;0.6;18.6;4.9;0;0;7;0.0005;1;823.875
15:45;3;0.3;2.7;9.1;0;0;7;0.0009;1;823.874
15:50;31.7;0.1;31.6;4.4;0;0;7;0;7;823.875
15:55;17.8;0.2;17.5;4.7;0;0;7;0.0002;1;823.88
16:00;16;0.1;15.8;4.9;0;0;7;0.0001;2;823.881
16:05;14.3;0.4;13.9;5.4;0;0;7;0.0003;6;823.885
16:10;708.1;705.8;2.2;6.7;23.1;34.8;7;0.0034;7;823.89
16:15;434;426;8;7.5;12.7;19.9;7;0.0025;7;824.026
16:20;22.2;9.1;13.1;12;0.3;0.6;7;0.0017;7;824.091
16:25;4.6;0.3;4.3;13;0;0;7;0.0004;7;824.091
16:30;30.4;1.3;29;5.9;0;0;7;0.0001;7;824.088
16:35;6.7;0.6;6;6.6;0;0;7;0.0007;1;824.032
16:40;16.5;1.1;15.4;7.6;0;0;7;0.0004;6;824.036
16:45;3;0.3;2.6;8.7;0;0;7;0.0007;7;824.039
16:50;1.1;0.1;1;11.3;0;0;7;0.0009;2;824.04
16:55;13.1;0;13.1;5.4;0;0;7;0.0001;3;824.041
17:00;2.1;0.2;1.9;10.2;0;0;7;0.0006;6;824.045
17:05;27.4;0.2;27.2;4.7;0;0;7;0.0001;4;824.046
17:10;17.6;0;17.5;5;0;0;7;0;7;824.049
17:15;14.9;0.6;14.3;5.2;0;0;7;0.0002;7;824.051
17:20;21.4;1.4;20;5.3;0;0;7;0.0004;1;824.119
17:25;2.8;0.5;2.2;11.4;0;0;7;0.0016;1;824.122
17:30;9.3;0;9.2;5.1;0;0;7;0.0001;4;824.116
17:35;3;0.1;2.8;8.9;0;0;7;0.0003;7;824.06
17:40;12.2;0;12.1;5;0;0;7;0;7;824.063
17:45;8;0;7.9;6.2;0;0;7;0.0001;6;824.064
17:50;6.6;0.1;6.5;5.8;0;0;7;0.0002;7;824.067
17:55;23.5;0.1;23.4;4.6;0;0;7;0;7;824.069
18:00;4.7;3.5;1.2;18.6;0.1;0.2;7;0.0037;7;824.073
18:05;14.1;0.7;13.4;5.9;0;0;7;0.0006;1;824.077
18:10;11.5;0.1;11.4;5.1;0;0;7;0.0001;4;824.079
18:15;5.4;0.5;4.9;6.5;0;0;7;0.0006;1;824.069
18:20;7.6;1.5;6;7.5;0;0;7;0.0008;1;824.135
18:25;9.6;0.1;9.5;5.1;0;0;7;0.0001;7;824.147
18:30;1.4;0.1;1.3;10.6;0;0;7;0.0014;6;824.141
18:35;7.1;0.1;7;5.4;0;0;7;0.0003;1;824.141
18:40;12.3;0.4;11.8;6.1;0;0;7;0.0003;1;824.085
18:45;4.1;0.3;3.8;6.6;0;0;7;0.0005;1;824.085
18:50;11.8;1.4;10.3;8.5;0;0;7;0.0004;6;824.087
18:55;1.7;0;1.7;16.2;0;0;7;0.0003;7;824.088
19:00;1.7;0.5;1.1;10;0;0;7;0.0017;1;824.091
19:05;15.6;0.1;15.4;4.8;0;0;7;0.0001;4;824.093
19:10;2.3;0.5;1.7;9.8;0;0;7;0.0013;1;824.094
19:15;4.3;0.1;4.1;5.9;0;0;7;0.0004;1;824.097
19:20;9.4;1.3;8;6.6;0;0;7;0.0006;4;824.162
19:25;1.5;0.1;1.3;10;0;0;7;0.0008;6;824.164
19:30;8.7;0.1;8.6;5.3;0;0;7;0.0001;5;824.159
19:35;1.4;0.1;1.2;11.4;0;0;7;0.0014;5;824.164
19:40;15.2;1.4;13.8;8.2;0;0.1;5;0.0005;5;824.081
19:45;13.6;8.9;4.7;9.1;0.2;0.3;7;0.0015;6;824.098
19:50;11.4;2.4;8.9;6;0.1;0.2;7;0.0008;7;824.108
19:55;3.7;0.2;3.4;7.2;0;0;7;0.0003;7;824.108
20:00;2.6;0;2.6;7.1;0;0;7;0.0003;1;824.107
20:05;13.5;1.1;12.4;6.2;0;0;7;0.0003;5;824.114
20:10;1.3;0;1.2;10.1;0;0;7;0.0004;2;824.115
20:15;4.5;0;4.5;7.3;0;0;7;0.0002;2;824.118
20:20;7;1;5.9;6;0;0;7;0.0005;4;824.186
20:25;3.5;1.5;2;10.3;0;0;7;0.0015;1;824.191
20:30;6.9;3.2;3.6;11.1;0.1;0.2;5;0.0024;1;824.203
20:35;9.2;0.1;9.1;5;0;0;7;0.0002;1;824.206
20:40;5.2;0.4;4.8;6.9;0;0;7;0.0006;1;824.149
20:45;1.6;0.1;1.5;12.1;0;0;7;0.0011;5;824.149
20:50;15.8;1.7;14.1;5.7;0;0.1;7;0.0004;5;824.147
20:55;4.9;0.5;4.4;8.6;0;0;7;0.001;5;824.148
21:00;2.3;0.1;2.2;9.1;0;0;7;0.0005;1;824.146
21:05;4.9;0.1;4.7;6.4;0;0;7;0.0004;3;824.147
21:10;4;0;3.9;6.4;0;0;7;0.0003;1;824.147
21:15;8.3;0.1;8.1;6.3;0;0;7;0.0002;3;824.161
21:20;11.8;0.1;11.7;5.1;0;0;7;0.0002;6;824.145
21:25;2.8;1.1;1.6;10.1;0;0;7;0.0015;1;824.216
21:30;4.3;0.2;4.1;6.4;0;0;7;0.0007;6;824.206
21:35;8.7;0.1;8.5;5.2;0;0;7;0.0003;3;824.207
21:40;1.5;0.1;1.4;9;0;0;7;0.0008;7;824.15
21:45;16;0;15.9;5.2;0;0;7;0;7;824.15
21:50;1;0;0.9;11;0;0;7;0.0014;6;824.152
21:55;11.1;0;11.1;4.8;0;0;7;0;7;824.152
22:00;4.8;0;4.8;6.4;0;0;7;0.0001;6;824.153
22:05;1.5;0;1.4;9.9;0;0;7;0.0006;6;824.153
22:10;8.9;0;8.8;5.1;0;0;7;0;7;824.148
22:15;7.7;0.1;7.5;5.6;0;0;7;0.0002;2;824.154
22:20;11.3;0;11.2;5.7;0;0;7;0.0001;1;824.158
22:25;3.5;1;2.5;8.3;0;0;7;0.001;1;824.224
22:30;1.3;0;1.2;10.2;0;0;7;0.0004;6;824.208
22:35;5.1;0;5;7.7;0;0;7;0.0001;4;824.209
22:40;1.2;0;1.1;10.8;0;0;7;0.0006;7;824.157
22:45;3;0;2.9;6.3;0;0;7;0.0003;4;824.165
22:50;7.4;1.4;6;10;0;0.1;5;0.0015;5;824.177
22:55;1.3;0.1;1.2;11.5;0;0;7;0.0007;4;824.16
23:00;9.6;0;9.6;5.5;0;0;7;0.0001;4;824.16
23:05;3.7;0.1;3.6;6.1;0;0;7;0.0002;6;824.161
23:10;5.4;0;5.3;5.6;0;0;7;0.0001;6;824.165
23:15;12.3;6.7;5.5;9.7;0.2;0.2;7;0.0042;4;824.166
23:20;3.9;2.9;0.9;18;0.1;0.1;7;0.0051;1;824.168
23:25;12.8;1.1;11.7;5.6;0;0.1;3;0.0005;3;824.237
23:30;8.8;1.8;6.9;10;0;0.1;7;0.0011;6;824.287
23:35;4.8;0;4.7;6;0;0;7;0.0002;6;824.284
23:40;5.7;0;5.7;6.3;0;0;7;0.0002;3;824.227
23:45;5.5;0;5.4;5.8;0;0;7;0.0003;4;824.227
23:50;7;0;6.9;6;0;0;7;0.0002;4;824.227
23:55;8.9;0;8.9;4.9;0;0;7;0.0001;4;824.228
